,Customer,State,CustomerLifetimeValue,Response,Coverage,Education,EffectiveToDate,EmploymentStatus,Gender,Income,LocationCode,MaritalStatus,MonthlyPremiumAuto,MonthsSinceLastClaim,MonthsSincePolicyInception,NumberofOpenComplaints,NumberofPolicies,PolicyType,Policy,RenewOfferType,SalesChannel,ClaimAmount,VehicleClass,VehicleSize
2894,MK34957,Oregon,13297.71225,No,Basic,College,2/19/2011,Employed,F,50631.0,Suburban,Married,112.0,19.0,12.0,4.0,2.0,Special Auto,Special L1,Offer2,Agent,784.65781,SUV,Medsize
2895,WW68250,Oregon,2719.260911,No,Basic,Bachelor,2/21/2011,Employed,M,81799.0,Suburban,Married,68.0,23.0,97.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,326.4,Four-Door Car,Small
2896,FD73388,Arizona,13736.1325,Yes,Premium,Master,2/13/2011,Disabled,F,16181.0,Suburban,Divorced,181.0,22.0,79.0,0.0,8.0,Personal Auto,Personal L3,Offer1,Web,1261.319869,SUV,Medsize
2897,IO25161,Arizona,2280.386988,No,Basic,College,2/19/2011,Unemployed,F,0.0,Urban,Married,61.0,16.0,29.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Agent,283.881697,Four-Door Car,Medsize
2898,AT33529,California,2776.748342,No,Basic,Doctor,1/8/2011,Employed,F,30893.0,Rural,Divorced,70.0,25.0,13.0,0.0,1.0,Corporate Auto,Corporate L2,Offer3,Branch,85.416096,Four-Door Car,Medsize
2899,TH70115,California,6981.081694,No,Extended,College,1/20/2011,Employed,M,34835.0,Urban,Married,89.0,1.0,45.0,2.0,9.0,Personal Auto,Personal L3,Offer1,Agent,294.691896,Two-Door Car,Medsize
2900,WB43408,Oregon,4598.235733,No,Basic,College,1/15/2011,Employed,F,51523.0,Suburban,Married,116.0,11.0,20.0,0.0,1.0,Personal Auto,Personal L3,Offer4,Branch,738.840818,SUV,Medsize
2901,GD93408,California,5759.011129,No,Basic,Bachelor,2/26/2011,Employed,F,30968.0,Rural,Married,74.0,10.0,89.0,1.0,8.0,Corporate Auto,Corporate L2,Offer1,Branch,45.425684,Two-Door Car,Medsize
2902,PG90331,California,18635.90451,No,Basic,College,2/14/2011,Disabled,M,11656.0,Suburban,Married,70.0,19.0,8.0,0.0,2.0,Personal Auto,Personal L2,Offer3,Agent,336.0,Two-Door Car,Medsize
2903,AT18041,California,2682.704812,No,Basic,High School or Below,2/28/2011,Employed,F,63471.0,Suburban,Married,67.0,0.0,71.0,0.0,1.0,Personal Auto,Personal L1,Offer2,Agent,387.71779,Two-Door Car,Large
2904,YE12395,Oregon,40636.66734,No,Extended,High School or Below,1/15/2011,Employed,M,31267.0,Suburban,Married,129.0,4.0,45.0,0.0,2.0,Personal Auto,Personal L2,Offer4,Web,619.2,Sports Car,Large
2905,VW34309,Oregon,5906.940238,No,Basic,Bachelor,2/15/2011,Employed,F,43440.0,Rural,Married,74.0,13.0,52.0,0.0,7.0,Personal Auto,Personal L3,Offer1,Branch,128.21198,Four-Door Car,Medsize
2906,OI44122,California,8845.185533,No,Basic,Bachelor,2/14/2011,Employed,M,45600.0,Suburban,Married,113.0,6.0,96.0,0.0,3.0,Personal Auto,Personal L2,Offer1,Agent,617.936885,SUV,Medsize
2907,EO56466,Oregon,24660.48825,No,Basic,College,2/24/2011,Medical Leave,M,22070.0,Suburban,Married,72.0,25.0,33.0,0.0,2.0,Special Auto,Special L2,Offer1,Agent,345.6,Four-Door Car,Medsize
2908,PL88841,Arizona,4228.734374,No,Basic,Bachelor,1/12/2011,Unemployed,M,0.0,Suburban,Married,63.0,2.0,82.0,2.0,8.0,Corporate Auto,Corporate L2,Offer2,Agent,302.4,Two-Door Car,Small
2909,GO44613,Nevada,24061.11048,No,Basic,High School or Below,1/23/2011,Medical Leave,F,19168.0,Suburban,Married,106.0,12.0,54.0,1.0,2.0,Personal Auto,Personal L1,Offer1,Branch,508.8,SUV,Medsize
2910,ZG16710,Washington,2852.527169,No,Basic,High School or Below,2/9/2011,Employed,M,26841.0,Suburban,Married,74.0,33.0,17.0,1.0,1.0,Personal Auto,Personal L3,Offer3,Agent,418.534381,Four-Door Car,Medsize
2911,VG57728,California,2692.057629,No,Basic,High School or Below,1/8/2011,Employed,M,92593.0,Rural,Single,68.0,4.0,53.0,0.0,1.0,Corporate Auto,Corporate L3,Offer1,Agent,8.44322,Four-Door Car,Medsize
2912,NQ71171,California,5107.071054,No,Basic,Bachelor,2/2/2011,Employed,M,70174.0,Rural,Married,64.0,18.0,80.0,0.0,7.0,Personal Auto,Personal L2,Offer1,Agent,128.90032,Four-Door Car,Medsize
2913,PB60406,California,5714.232848,No,Basic,Doctor,2/25/2011,Employed,F,79719.0,Suburban,Single,71.0,12.0,87.0,0.0,6.0,Personal Auto,Personal L3,Offer1,Agent,425.924132,Four-Door Car,Small
2914,GA79817,Arizona,2369.111588,No,Basic,Bachelor,2/5/2011,Unemployed,M,0.0,Suburban,Single,65.0,8.0,91.0,0.0,1.0,Corporate Auto,Corporate L2,Offer3,Call Center,468.0,Four-Door Car,Medsize
2915,SK58227,California,8879.790017,Yes,Basic,High School or Below,2/3/2011,Employed,F,52583.0,Urban,Single,113.0,12.0,59.0,0.0,7.0,Personal Auto,Personal L2,Offer1,Agent,528.20086,SUV,Small
2916,MB12747,Nevada,9788.713108,No,Extended,Bachelor,2/28/2011,Employed,M,31930.0,Rural,Married,83.0,19.0,30.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Branch,37.699658,Four-Door Car,Medsize
2917,WQ75856,Oregon,19643.54421,No,Basic,Bachelor,1/12/2011,Employed,F,84488.0,Urban,Married,61.0,33.0,71.0,0.0,2.0,Personal Auto,Personal L1,Offer1,Agent,208.885686,Four-Door Car,Medsize
2918,WE11250,Washington,12200.78537,No,Basic,College,2/6/2011,Employed,F,60282.0,Rural,Married,102.0,23.0,87.0,0.0,2.0,Corporate Auto,Corporate L3,Offer1,Agent,120.083224,SUV,Large
2919,SZ70655,California,4293.009593,No,Basic,College,1/31/2011,Unemployed,F,0.0,Suburban,Single,61.0,18.0,15.0,0.0,8.0,Corporate Auto,Corporate L3,Offer1,Agent,292.8,Two-Door Car,Large
2920,QR87004,Nevada,8456.961887,No,Basic,College,1/9/2011,Employed,F,25141.0,Rural,Divorced,73.0,12.0,4.0,1.0,2.0,Personal Auto,Personal L3,Offer3,Agent,25.438063,Four-Door Car,Medsize
2921,DB75522,California,6988.401604,No,Extended,College,2/26/2011,Employed,F,22436.0,Suburban,Married,89.0,24.0,21.0,0.0,3.0,Special Auto,Special L2,Offer2,Branch,427.2,Four-Door Car,Small
2922,CS55808,California,9392.557553,No,Extended,College,1/30/2011,Unemployed,M,0.0,Suburban,Single,88.0,4.0,52.0,0.0,2.0,Personal Auto,Personal L3,Offer3,Branch,851.146266,Four-Door Car,Medsize
2923,FU63281,Arizona,5278.528037,No,Basic,Bachelor,1/25/2011,Employed,M,32365.0,Urban,Married,67.0,28.0,78.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Agent,193.147858,Four-Door Car,Medsize
2924,OQ99704,Washington,3981.775889,No,Basic,Bachelor,2/11/2011,Employed,F,52801.0,Urban,Married,100.0,21.0,78.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Branch,475.20088,SUV,Small
2925,LQ23049,California,2491.257604,Yes,Basic,High School or Below,2/12/2011,Medical Leave,F,25965.0,Suburban,Divorced,65.0,23.0,27.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,329.206567,Four-Door Car,Medsize
2926,BR99015,California,6803.615629,No,Extended,Bachelor,2/26/2011,Unemployed,F,0.0,Suburban,Single,94.0,25.0,20.0,0.0,6.0,Personal Auto,Personal L3,Offer2,Call Center,451.2,Four-Door Car,Small
2927,WZ45123,California,14435.67365,Yes,Premium,Master,1/26/2011,Employed,M,60880.0,Rural,Married,119.0,25.0,89.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,109.906628,Two-Door Car,Medsize
2928,YU72630,Arizona,2592.437797,Yes,Basic,High School or Below,1/2/2011,Employed,M,72421.0,Suburban,Married,65.0,8.0,23.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Call Center,312.0,Four-Door Car,Small
2929,HB23001,California,8697.787865,No,Premium,Bachelor,1/4/2011,Employed,M,26287.0,Rural,Married,111.0,6.0,11.0,0.0,8.0,Personal Auto,Personal L2,Offer2,Branch,279.378884,Two-Door Car,Medsize
2930,ZV55368,California,5709.358709,No,Basic,High School or Below,2/27/2011,Employed,M,75650.0,Rural,Married,71.0,24.0,53.0,0.0,8.0,Corporate Auto,Corporate L2,Offer4,Agent,104.918485,Four-Door Car,Medsize
2931,OJ64812,Washington,9585.501257,No,Extended,Bachelor,2/25/2011,Employed,M,26432.0,Suburban,Single,88.0,19.0,89.0,3.0,2.0,Personal Auto,Personal L3,Offer1,Branch,422.4,Four-Door Car,Medsize
2932,DB28979,California,7478.313695,No,Basic,Bachelor,1/26/2011,Employed,M,23530.0,Suburban,Divorced,65.0,22.0,34.0,0.0,2.0,Corporate Auto,Corporate L3,Offer3,Agent,312.0,Two-Door Car,Medsize
2933,KU59569,California,7714.623619,No,Basic,College,2/25/2011,Unemployed,F,0.0,Suburban,Single,106.0,3.0,90.0,0.0,8.0,Personal Auto,Personal L3,Offer2,Agent,763.2,Sports Car,Medsize
2934,JB76199,Oregon,2415.415525,No,Basic,College,2/14/2011,Employed,F,40903.0,Suburban,Married,61.0,12.0,5.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Call Center,409.88696,Four-Door Car,Small
2935,ZQ37702,California,7031.785183,No,Extended,High School or Below,1/25/2011,Employed,F,26255.0,Rural,Married,88.0,21.0,4.0,0.0,3.0,Personal Auto,Personal L1,Offer1,Branch,52.752601,Four-Door Car,Medsize
2936,VB59276,Oregon,4018.88493,No,Basic,Bachelor,1/30/2011,Unemployed,M,0.0,Suburban,Married,112.0,26.0,27.0,0.0,1.0,Corporate Auto,Corporate L2,Offer3,Web,544.250322,SUV,Medsize
2937,TU25694,Oregon,2458.746211,No,Basic,High School or Below,1/6/2011,Unemployed,M,0.0,Suburban,Single,70.0,20.0,44.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Call Center,504.0,Four-Door Car,Medsize
2938,MB51200,Washington,19069.49954,No,Premium,College,2/2/2011,Unemployed,M,0.0,Suburban,Single,102.0,29.0,72.0,2.0,2.0,Personal Auto,Personal L3,Offer1,Branch,734.4,Four-Door Car,Medsize
2939,WF51811,Arizona,2719.506996,Yes,Basic,College,1/24/2011,Retired,F,14030.0,Suburban,Married,72.0,11.0,3.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Branch,345.6,Two-Door Car,Large
2940,KE42114,Nevada,4730.355248,No,Basic,Doctor,2/16/2011,Medical Leave,M,17250.0,Urban,Married,62.0,16.0,90.0,0.0,3.0,Personal Auto,Personal L3,Offer2,Call Center,175.528642,Four-Door Car,Medsize
2941,RZ80299,California,5574.959174,No,Basic,Master,2/23/2011,Employed,F,54684.0,Suburban,Divorced,71.0,28.0,49.0,2.0,3.0,Personal Auto,Personal L3,Offer3,Agent,487.070965,Four-Door Car,Small
2942,DT53270,Washington,4896.271406,No,Basic,College,1/7/2011,Unemployed,F,0.0,Suburban,Single,71.0,9.0,6.0,0.0,3.0,Personal Auto,Personal L3,Offer2,Agent,421.147532,Four-Door Car,Large
2943,OO62338,Oregon,7099.574987,No,Basic,Bachelor,1/3/2011,Disabled,M,16121.0,Suburban,Married,65.0,5.0,85.0,2.0,2.0,Corporate Auto,Corporate L1,Offer1,Web,312.0,Four-Door Car,Small
2944,JF16295,Oregon,7547.762822,No,Premium,High School or Below,2/16/2011,Unemployed,F,0.0,Suburban,Married,102.0,34.0,37.0,0.0,3.0,Personal Auto,Personal L2,Offer3,Agent,489.6,Four-Door Car,Medsize
2945,VZ79886,Oregon,12550.88198,No,Premium,Bachelor,2/22/2011,Employed,F,22234.0,Suburban,Divorced,160.0,0.0,92.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Agent,768.0,SUV,Medsize
2946,SM52139,Washington,2930.693543,No,Basic,College,1/31/2011,Employed,M,33663.0,Suburban,Married,73.0,29.0,71.0,0.0,1.0,Personal Auto,Personal L3,Offer3,Web,350.4,Four-Door Car,Medsize
2947,ZM52280,Arizona,11972.78231,No,Basic,Bachelor,2/2/2011,Unemployed,M,0.0,Suburban,Single,186.0,0.0,67.0,2.0,5.0,Personal Auto,Personal L2,Offer1,Web,1441.843837,Luxury SUV,Large
2948,LX72964,Arizona,11260.90364,No,Extended,High School or Below,1/31/2011,Employed,F,88304.0,Urban,Single,95.0,2.0,17.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Branch,276.467811,Four-Door Car,Large
2949,UT48216,Nevada,7840.165778,Yes,Extended,College,1/14/2011,Employed,M,58414.0,Suburban,Single,210.0,7.0,24.0,2.0,1.0,Personal Auto,Personal L1,Offer2,Agent,1008.0,Luxury SUV,Small
2950,UV54502,Washington,2537.744494,No,Basic,High School or Below,2/20/2011,Unemployed,F,0.0,Suburban,Married,69.0,9.0,89.0,0.0,1.0,Personal Auto,Personal L3,Offer4,Branch,331.2,Four-Door Car,Large
2951,TO12347,California,5534.569714,No,Basic,Bachelor,2/5/2011,Disabled,M,16101.0,Suburban,Divorced,74.0,16.0,10.0,0.0,3.0,Personal Auto,Personal L2,Offer3,Call Center,437.608909,Four-Door Car,Small
2952,IR50609,Arizona,3985.547406,No,Premium,Bachelor,2/12/2011,Employed,M,75007.0,Suburban,Divorced,101.0,1.0,19.0,0.0,1.0,Personal Auto,Personal L1,Offer2,Agent,668.773522,Four-Door Car,Medsize
2953,IK64989,Washington,4458.113369,Yes,Basic,Bachelor,1/2/2011,Retired,M,17622.0,Suburban,Divorced,65.0,1.0,36.0,1.0,3.0,Personal Auto,Personal L2,Offer1,Agent,312.0,Four-Door Car,Medsize
2954,ZF40143,Nevada,8275.900104,No,Premium,College,1/24/2011,Employed,F,48197.0,Suburban,Single,106.0,10.0,61.0,0.0,6.0,Personal Auto,Personal L2,Offer2,Agent,508.8,Four-Door Car,Medsize
2955,HG51739,Oregon,2660.009874,No,Basic,College,2/25/2011,Unemployed,F,0.0,Suburban,Single,73.0,18.0,61.0,0.0,1.0,Personal Auto,Personal L1,Offer1,Call Center,350.4,Four-Door Car,Medsize
2956,CJ35075,California,4665.245047,No,Basic,High School or Below,2/20/2011,Unemployed,F,0.0,Suburban,Single,68.0,16.0,35.0,1.0,3.0,Personal Auto,Personal L1,Offer3,Agent,326.4,Four-Door Car,Medsize
2957,SF25048,California,8092.87696,Yes,Basic,College,2/5/2011,Employed,M,50825.0,Urban,Married,102.0,3.0,46.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Agent,369.614729,SUV,Medsize
2958,AT31367,California,6273.911874,Yes,Extended,College,2/16/2011,Retired,F,18577.0,Suburban,Divorced,86.0,21.0,76.0,0.0,6.0,Corporate Auto,Corporate L2,Offer1,Branch,412.8,Four-Door Car,Medsize
2959,VV47792,California,25807.063,Yes,Extended,College,2/13/2011,Employed,F,71210.0,Suburban,Married,214.0,8.0,89.0,1.0,2.0,Personal Auto,Personal L3,Offer1,Branch,1027.2,Luxury Car,Small
2960,UN53508,Oregon,4688.459288,No,Basic,Bachelor,1/17/2011,Disabled,F,27357.0,Suburban,Married,61.0,19.0,48.0,0.0,5.0,Corporate Auto,Corporate L2,Offer1,Web,292.8,Four-Door Car,Small
2961,YC77374,California,5119.901412,No,Basic,Bachelor,2/8/2011,Employed,F,26890.0,Suburban,Married,65.0,28.0,37.0,0.0,4.0,Personal Auto,Personal L3,Offer2,Branch,312.0,Two-Door Car,Small
2962,GV45403,Arizona,7757.128146,No,Premium,Bachelor,1/23/2011,Unemployed,M,0.0,Suburban,Divorced,111.0,32.0,13.0,0.0,3.0,Corporate Auto,Corporate L2,Offer1,Branch,607.4459,Two-Door Car,Medsize
2963,MP22051,Washington,2615.852084,No,Basic,College,1/8/2011,Employed,M,54314.0,Urban,Married,66.0,13.0,98.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Branch,282.770894,Four-Door Car,Medsize
2964,LN44535,Washington,7284.445594,No,Extended,College,1/3/2011,Employed,F,44605.0,Suburban,Married,91.0,3.0,45.0,0.0,7.0,Personal Auto,Personal L3,Offer1,Branch,436.8,Four-Door Car,Medsize
2965,IK60267,Nevada,2730.96734,No,Basic,Bachelor,1/10/2011,Employed,F,24967.0,Suburban,Married,69.0,6.0,38.0,0.0,1.0,Personal Auto,Personal L2,Offer3,Branch,331.2,Two-Door Car,Medsize
2966,UQ62739,Oregon,4270.034394,Yes,Extended,College,1/19/2011,Unemployed,M,0.0,Suburban,Married,122.0,27.0,2.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Agent,725.870693,SUV,Medsize
2967,TE35954,Arizona,2674.730716,Yes,Basic,College,2/15/2011,Employed,M,56342.0,Suburban,Single,69.0,12.0,89.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Call Center,331.2,Four-Door Car,Small
2968,FA46418,Nevada,24709.59957,No,Extended,High School or Below,2/4/2011,Employed,F,24213.0,Suburban,Single,78.0,11.0,28.0,1.0,2.0,Personal Auto,Personal L3,Offer2,Agent,374.4,Four-Door Car,Medsize
2969,NG62780,Oregon,4250.282624,Yes,Basic,High School or Below,1/18/2011,Unemployed,F,0.0,Suburban,Single,61.0,17.0,1.0,1.0,7.0,Personal Auto,Personal L2,Offer1,Agent,292.8,Four-Door Car,Small
2970,IP93821,California,3600.934326,Yes,Basic,High School or Below,2/25/2011,Retired,F,25147.0,Suburban,Single,101.0,7.0,54.0,0.0,1.0,Personal Auto,Personal L1,Offer1,Agent,694.598288,SUV,Medsize
2971,WW41496,Nevada,31234.89323,No,Extended,Bachelor,1/1/2011,Employed,F,70164.0,Urban,Divorced,88.0,34.0,3.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Agent,375.401079,Two-Door Car,Medsize
2972,OF24813,Washington,32961.15225,No,Basic,High School or Below,2/19/2011,Employed,F,66014.0,Urban,Married,102.0,34.0,11.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Branch,459.966453,SUV,Medsize
2973,WZ92405,Nevada,7492.162376,No,Basic,College,1/9/2011,Employed,F,31723.0,Urban,Married,62.0,23.0,53.0,0.0,2.0,Personal Auto,Personal L1,Offer2,Branch,242.628654,Two-Door Car,Medsize
2974,MA94219,Nevada,9067.658438,No,Premium,College,1/5/2011,Employed,M,78250.0,Suburban,Married,114.0,7.0,66.0,0.0,6.0,Personal Auto,Personal L3,Offer2,Branch,547.2,Four-Door Car,Medsize
2975,SC47383,Nevada,7406.882612,No,Basic,Bachelor,2/3/2011,Employed,F,38169.0,Rural,Married,62.0,18.0,82.0,0.0,2.0,Corporate Auto,Corporate L2,Offer1,Branch,71.678412,Four-Door Car,Medsize
2976,QE21030,Washington,15483.52986,No,Basic,High School or Below,2/9/2011,Employed,M,24661.0,Suburban,Married,196.0,6.0,28.0,0.0,7.0,Personal Auto,Personal L1,Offer2,Call Center,1961.162049,Luxury SUV,Medsize
2977,FY73682,California,19606.35999,No,Basic,Bachelor,2/21/2011,Unemployed,M,0.0,Suburban,Single,194.0,0.0,22.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,931.2,Luxury SUV,Medsize
2978,IS45756,Arizona,4756.913057,No,Extended,College,1/7/2011,Employed,F,48938.0,Suburban,Divorced,121.0,23.0,20.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Call Center,580.8,SUV,Large
2979,BL89983,California,9035.671134,Yes,Premium,High School or Below,1/21/2011,Employed,F,34337.0,Suburban,Married,113.0,20.0,44.0,0.0,9.0,Special Auto,Special L3,Offer2,Web,542.4,Four-Door Car,Large
2980,HW62747,Oregon,2298.379166,No,Basic,College,1/2/2011,Unemployed,M,0.0,Suburban,Married,63.0,19.0,9.0,0.0,1.0,Corporate Auto,Corporate L1,Offer2,Branch,302.4,Four-Door Car,Small
2981,RM31359,Oregon,3129.110699,No,Extended,High School or Below,2/28/2011,Employed,F,48056.0,Suburban,Married,78.0,15.0,92.0,0.0,1.0,Corporate Auto,Corporate L3,Offer3,Agent,374.4,Four-Door Car,Small
2982,MI42935,California,5654.593045,No,Extended,Bachelor,1/4/2011,Unemployed,F,0.0,Suburban,Single,83.0,0.0,12.0,0.0,7.0,Personal Auto,Personal L2,Offer3,Call Center,597.6,Four-Door Car,Medsize
2983,XP41644,California,4335.676738,No,Basic,High School or Below,1/19/2011,Employed,M,30574.0,Urban,Single,114.0,19.0,10.0,1.0,1.0,Corporate Auto,Corporate L2,Offer3,Web,396.105473,Sports Car,Medsize
2984,PW65305,California,8870.673845,No,Basic,College,1/3/2011,Employed,M,91580.0,Urban,Married,73.0,14.0,52.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Branch,290.70096,Two-Door Car,Medsize
2985,RN96985,Oregon,25082.1789,No,Basic,High School or Below,1/22/2011,Unemployed,F,0.0,Suburban,Single,100.0,27.0,58.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Branch,1000.850446,SUV,Medsize
2986,IK51081,California,4834.710493,Yes,Basic,College,1/31/2011,Employed,F,38713.0,Suburban,Divorced,66.0,31.0,69.0,4.0,6.0,Personal Auto,Personal L3,Offer2,Call Center,316.8,Four-Door Car,Medsize
2987,UA26783,Oregon,4874.0748,No,Basic,High School or Below,1/18/2011,Unemployed,M,0.0,Suburban,Single,68.0,10.0,36.0,0.0,7.0,Personal Auto,Personal L3,Offer4,Call Center,609.323227,Two-Door Car,Medsize
2988,JY42899,California,5305.087084,No,Basic,Bachelor,2/7/2011,Medical Leave,M,26334.0,Suburban,Single,71.0,9.0,94.0,0.0,3.0,Personal Auto,Personal L3,Offer2,Agent,340.8,Two-Door Car,Medsize
2989,DS62172,Oregon,2764.024716,No,Basic,Bachelor,2/11/2011,Employed,F,54183.0,Suburban,Divorced,70.0,1.0,91.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Web,336.0,Four-Door Car,Large
2990,RY27018,Washington,7228.993348,No,Extended,High School or Below,1/5/2011,Employed,M,53214.0,Suburban,Married,91.0,21.0,76.0,0.0,3.0,Personal Auto,Personal L3,Offer4,Call Center,436.8,Four-Door Car,Large
2991,BG55927,California,12206.89208,No,Premium,College,1/9/2011,Disabled,F,17705.0,Suburban,Married,108.0,7.0,19.0,1.0,2.0,Personal Auto,Personal L3,Offer2,Agent,668.73901,Two-Door Car,Medsize
2992,KN87338,Oregon,2726.392968,No,Basic,High School or Below,2/19/2011,Employed,F,48039.0,Rural,Married,68.0,4.0,37.0,0.0,1.0,Personal Auto,Personal L2,Offer4,Branch,11.451889,Four-Door Car,Medsize
2993,HB20453,Oregon,6781.270203,No,Basic,Bachelor,2/4/2011,Unemployed,M,0.0,Suburban,Single,104.0,30.0,3.0,1.0,5.0,Personal Auto,Personal L3,Offer1,Agent,982.399613,Sports Car,Medsize
2994,XB30904,Arizona,5876.373894,No,Basic,High School or Below,2/9/2011,Employed,M,97026.0,Rural,Married,73.0,30.0,66.0,0.0,3.0,Personal Auto,Personal L3,Offer2,Call Center,97.417808,Two-Door Car,Medsize
2995,OG57342,Washington,2382.706153,No,Basic,Doctor,2/4/2011,Unemployed,M,0.0,Suburban,Married,65.0,8.0,50.0,0.0,1.0,Corporate Auto,Corporate L2,Offer3,Web,312.0,Four-Door Car,Medsize
2996,XZ62430,Arizona,6057.07208,Yes,Extended,Bachelor,2/14/2011,Retired,M,27681.0,Suburban,Married,83.0,13.0,62.0,0.0,9.0,Personal Auto,Personal L3,Offer2,Agent,398.4,Two-Door Car,Medsize
2997,AP59947,California,7690.159642,No,Basic,Bachelor,1/12/2011,Employed,F,55843.0,Suburban,Married,64.0,3.0,80.0,0.0,2.0,Corporate Auto,Corporate L3,Offer1,Call Center,307.2,Two-Door Car,Medsize
2998,JR26812,Nevada,12520.97907,No,Extended,College,2/14/2011,Unemployed,M,0.0,Suburban,Single,126.0,4.0,59.0,0.0,2.0,Personal Auto,Personal L3,Offer3,Branch,907.2,SUV,Medsize
2999,OY95739,Nevada,12298.6863,Yes,Basic,High School or Below,2/20/2011,Medical Leave,M,17101.0,Suburban,Single,113.0,1.0,88.0,0.0,2.0,Corporate Auto,Corporate L3,Offer1,Call Center,542.4,SUV,Medsize
3000,WM72573,California,14710.43268,No,Extended,College,2/20/2011,Disabled,M,22872.0,Suburban,Married,131.0,14.0,18.0,2.0,2.0,Personal Auto,Personal L2,Offer3,Web,754.845659,SUV,Small
3001,IX85835,Nevada,5246.278375,Yes,Basic,Bachelor,1/21/2011,Employed,F,28909.0,Suburban,Married,66.0,15.0,66.0,0.0,8.0,Personal Auto,Personal L2,Offer1,Agent,456.702735,Two-Door Car,Medsize
3002,DE34457,Oregon,9416.908485,No,Basic,Doctor,1/22/2011,Employed,F,70602.0,Urban,Married,116.0,8.0,47.0,0.0,3.0,Personal Auto,Personal L3,Offer3,Call Center,481.339891,SUV,Small
3003,EV34073,California,4460.418492,No,Basic,College,1/15/2011,Unemployed,F,0.0,Suburban,Divorced,65.0,24.0,45.0,1.0,4.0,Corporate Auto,Corporate L3,Offer3,Branch,312.0,Four-Door Car,Small
3004,SK55033,California,2469.781334,No,Basic,Bachelor,1/15/2011,Employed,F,92711.0,Suburban,Single,62.0,24.0,10.0,0.0,1.0,Personal Auto,Personal L2,Offer3,Agent,368.400146,Two-Door Car,Medsize
3005,MS18916,California,3508.569533,Yes,Extended,College,1/5/2011,Medical Leave,M,20978.0,Suburban,Married,98.0,19.0,96.0,1.0,1.0,Personal Auto,Personal L1,Offer2,Branch,1176.2788,Four-Door Car,Small
3006,VR14881,Oregon,8489.843197,No,Extended,Bachelor,1/27/2011,Unemployed,M,0.0,Suburban,Single,130.0,3.0,46.0,0.0,3.0,Personal Auto,Personal L3,Offer2,Agent,624.0,Sports Car,Medsize
3007,IU71285,California,6889.518761,No,Extended,Bachelor,1/16/2011,Employed,F,33786.0,Rural,Divorced,89.0,15.0,94.0,1.0,3.0,Personal Auto,Personal L2,Offer1,Call Center,75.110004,Two-Door Car,Large
3008,GP67816,California,23208.39416,No,Premium,High School or Below,1/16/2011,Employed,F,60233.0,Urban,Married,116.0,29.0,63.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Branch,481.265179,Two-Door Car,Medsize
3009,QG39997,Arizona,4212.8026,No,Premium,College,1/1/2011,Disabled,F,10097.0,Rural,Married,110.0,17.0,69.0,0.0,1.0,Personal Auto,Personal L1,Offer1,Web,218.635593,Four-Door Car,Medsize
3010,IM14119,Arizona,2542.06388,No,Basic,Bachelor,2/3/2011,Employed,F,84495.0,Suburban,Married,63.0,15.0,61.0,0.0,1.0,Special Auto,Special L3,Offer2,Branch,302.4,Two-Door Car,Small
3011,DN34058,Washington,28119.28723,No,Extended,Bachelor,1/21/2011,Employed,F,68211.0,Suburban,Married,99.0,9.0,21.0,0.0,2.0,Corporate Auto,Corporate L1,Offer2,Branch,475.2,Four-Door Car,Small
3012,KD47243,California,11797.99211,No,Basic,Bachelor,2/21/2011,Employed,F,91469.0,Urban,Single,100.0,11.0,89.0,2.0,2.0,Personal Auto,Personal L1,Offer1,Agent,418.864555,SUV,Small
3013,XE65072,Oregon,6633.137616,No,Extended,College,1/11/2011,Employed,M,63483.0,Rural,Married,83.0,4.0,84.0,0.0,3.0,Personal Auto,Personal L1,Offer2,Branch,85.073541,Four-Door Car,Medsize
3014,FH39423,Oregon,5539.349243,No,Basic,Master,1/31/2011,Employed,F,80727.0,Rural,Married,68.0,15.0,43.0,0.0,4.0,Personal Auto,Personal L2,Offer2,Call Center,98.71658,Four-Door Car,Medsize
